REF,AAA-System,AAAAlloys,AAAAAAProcessing Condition,PHASE,Phase,H    ev/atom,Hf  kJ/mol,Hmix,Smix/R,Delta,HV,Modulus (GPa),yield(MPa),compressive stregth,Ε(%),Ag,Al,Au,B,Be,C,Ca,Ce,Co,Cr,Cu,Dy,Er,Fe,Ga,Gd,Ge,Hf,La,Li,Lu,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Pr,Rh,Ru,Sc,Si,Sm,Sn,Sr,Ta,Tb,Ti,Tm,V,W,Y,Yb,Zn,Zr
116,Co-Cr-Fe-Nb-Ni,CoCrFeNb0.75Ni,AC,SS+IM,FCC+Laves,-0.143,-13.8,-13.0305,-1.603568103,5.217131342,600,,,2078,,0,0,0,0,0,0,,,0.210526316,0.210526316,0,0,,0.210526316,,0,0,0,,0,0,0,0,0,0.157894737,0,0.210526316,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
116,Co-Cr-Fe-Nb-Ni,CoCrFeNb0.5Ni,AC,SS+IM,FCC+Laves,-0.134,-12.93,-10.6667,-1.58109375,4.529252964,518,,1414,2276,17.7,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0.111111111,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
116,Co-Cr-Fe-Nb-Ni,CoCrFeNb0.45Ni,AC,SS+IM,FCC+Laves,-0.131,-12.64,-10.1199,-1.573652065,4.352179752,521,,1475,2558,21.3,0,0,0,0,0,0,,,0.224719101,0.224719101,0,0,,0.224719101,,0,0,0,,0,0,0,0,0,0.101123596,0,0.224719101,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
116,Co-Cr-Fe-Nb-Ni,CoCrFeNb0.25Ni,AC,SS+IM,FCC+Laves,-0.106,-10.23,-7.6401,-1.52846571,3.422566258,309,,423,2016,34.8,0,0,0,0,0,0,,,0.235294118,0.235294118,0,0,,0.235294118,,0,0,0,,0,0,0,0,0,0.058823529,0,0.235294118,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
116,Co-Cr-Fe-Ni,CoCrFeNi,AC,SS,FCC,-0.053,-5.11,-3.75,-1.386294361,0.302115885,142,,145,,,0,0,0,0,0,0,,,0.25,0.25,0,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
117,Al-Co-Cr-Cu-Fe-Ni,AlCoCrCuFeNI,AC,SS,BCC+FCC,-0.538,-51.91,-4.7778,-1.791759469,5.281130599,,,,,,0,0.166666667,0,0,0,0,,,0.166666667,0.166666667,0.166666667,0,,0.166666667,,0,0,0,,0,0,0,0,0,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
117,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd,AC,SS,FCC,-0.064,-6.18,-5.6,-1.609437912,4.040435772,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0.2,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
117,Al-Co-Cr-Fe-Ni,Al2CoCrFeNi,AC,SS,BCC,-0.428,-41.3,-15.4444,-1.560710409,6.6780149,,,,,,0,0.333333333,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.166666667,,0,0,0,,0,0,0,0,0,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
117,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd2,AC,SS,FCC,-0.071,-6.85,-6.1111,-1.560710409,4.694517416,,,,,,0,0,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.166666667,,0,0,0,,0,0,0,0,0,0,0,0.166666667,0.333333333,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
117,Co-Cr-Fe-Ni,CoCrFeNi,AC,SS,FCC,-0.053,-5.11,-3.75,-1.386294361,0.302115885,,,,,,0,0,0,0,0,0,,,0.25,0.25,0,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
118,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd,AC,SS+IM,FCC+Unknown,-0.064,-6.18,-5.6,-1.609437912,4.040435772,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0.2,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
118,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd1.2,AC,SS+IM,FCC+Unknown,-0.065,-6.27,-5.7692,-1.60658442,4.241469119,,,,,,0,0,0,0,0,0,,,0.192307692,0.192307692,0,0,,0.192307692,,0,0,0,,0,0,0,0,0,0,0,0.192307692,0.230769231,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
118,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd0.8,AC,SS+IM,FCC+Unknown,-0.062,-5.98,-5.3819,-1.60580651,3.778765859,,,,,,0,0,0,0,0,0,,,0.208333333,0.208333333,0,0,,0.208333333,,0,0,0,,0,0,0,0,0,0,0,0.208333333,0.166666667,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
118,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd1.5,AC,SS+IM,FCC+Unknown,-0.068,-6.56,-5.9504,-1.594166699,4.463344195,,,,,,0,0,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0,0,0,0.181818182,0.272727273,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
118,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd0.5,AC,SS+IM,FCC+Unknown,-0.059,-5.69,-4.9383,-1.58109375,3.208662151,,,,,,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0.111111111,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Cu-Fe-Ni,CoCrCuFeNi,AC,SS,3FCC,-0.042,-4.05,3.2,-1.609437912,1.033203661,,,,,,0,0,0,0,0,0,,,0.2,0.2,0.2,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd,AC,SS,2FCC,-0.064,-6.18,-5.6,-1.609437912,4.040435772,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0.2,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Fe-Ni-Sn,CoCrFeNiSn,AC,SS+IM,FCC+Orthorhombic,-0.148,-14.28,0.32,-1.609437912,11.30149886,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0.2,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Cu-Fe-Ni,CoCrCu1.5FeNi,AC,SS,2FCC,-0.038,-3.67,4.9587,-1.594166699,1.137875074,,,,,,0,0,0,0,0,0,,,0.181818182,0.181818182,0.272727273,0,,0.181818182,,0,0,0,,0,0,0,0,0,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd1.5,AC,SS,2FCC,-0.068,-6.56,-5.9504,-1.594166699,4.463344195,,,,,,0,0,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0,0,0,0.181818182,0.272727273,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd0.5,AC,SS,2FCC,-0.059,-5.69,-4.9383,-1.58109375,3.208662151,,,,,,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0.111111111,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
119,Co-Cr-Cu-Fe-Ni,CoCrCu0.5FeNi,AC,SS,FCC,-0.047,-4.53,0.4938,-1.58109375,0.835312488,,,,,,0,0,0,0,0,0,,,0.222222222,0.222222222,0.111111111,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
120,Co-Cr-Fe-Mn-Ni-Pd,CoCrFeMn0.8NiPd,AC,SS+IM,FCC+MnxPdy,-0.113,-10.9,-7.396,-1.788636338,4.264822501,,,,,,0,0,0,0,0,0,,,0.172413793,0.172413793,0,0,,0.172413793,,0,0,0,,0,0,0,0.137931034,0,0,0,0.172413793,0.172413793,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
120,Co-Cr-Fe-Mn-Ni-Pd,CoCrFeMn0.6NiPd,AC,SS+IM,FCC+MnxPdy,-0.109,-10.52,-7.0663,-1.777497915,4.230773097,,,,,,0,0,0,0,0,0,,,0.178571429,0.178571429,0,0,,0.178571429,,0,0,0,,0,0,0,0.107142857,0,0,0,0.178571429,0.178571429,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
120,Co-Cr-Fe-Mn-Ni-Pd,CoCrFeMn0.4NiPd,AC,SS+IM,FCC+MnxPdy,-0.099,-9.55,-6.6667,-1.754272341,4.184298421,,,,,,0,0,0,0,0,0,,,0.185185185,0.185185185,0,0,,0.185185185,,0,0,0,,0,0,0,0.074074074,0,0,0,0.185185185,0.185185185,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
120,Co-Cr-Fe-Mn-Ni-Pd,CoCrFeMn0.2NiPd,AC,SS+IM,FCC+MnxPdy,-0.084,-8.1,-6.1834,-1.710560084,4.122250255,,,,,,0,0,0,0,0,0,,,0.192307692,0.192307692,0,0,,0.192307692,,0,0,0,,0,0,0,0.038461538,0,0,0,0.192307692,0.192307692,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
120,Co-Cr-Fe-Ni-Pd,CoCrFeNiPd,AC,SS,FCC,-0.064,-6.18,-5.6,-1.609437912,4.040435772,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0.2,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni-Ta,CoCrFeNiTa0.75,AC,SS+IM,FCC+Laves,-0.185,-17.85,-12.6316,-1.603568103,5.245031284,550,,,1816,0,0,0,0,0,0,0,,,0.210526316,0.210526316,0,0,,0.210526316,,0,0,0,,0,0,0,0,0,0,0,0.210526316,0,,0,0,0,0,0,0,,0.157894737,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni-Ta,CoCrFeNiTa0.5,AC,SS+IM,FCC+Laves,-0.165,-15.92,-10.3704,-1.58109375,4.553610585,498,,1346,2118,19.7,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0,,0.111111111,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni-Ta,CoCrFeNiTa0.4,AC,SS+IM,FCC+Laves,-0.153,-14.76,-9.2975,-1.564903698,4.179401884,492,,1316,2293,22.6,0,0,0,0,0,0,,,0.227272727,0.227272727,0,0,,0.227272727,,0,0,0,,0,0,0,0,0,0,0,0.227272727,0,,0,0,0,0,0,0,,0.090909091,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni-Ta,CoCrFeNiTa0.3,AC,SS+IM,FCC+Laves,-0.134,-12.93,-8.1125,-1.542613125,3.717636864,365,,946,1935,30,0,0,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0,0,0,0.23255814,0,,0,0,0,0,0,0,,0.069767442,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni-Ta,CoCrFeNiTa0.2,AC,SS+IM,FCC+Laves,-0.108,-10.42,-6.8027,-1.511724426,3.122117969,277,,405,,,0,0,0,0,0,0,,,0.238095238,0.238095238,0,0,,0.238095238,,0,0,0,,0,0,0,0,0,0,0,0.238095238,0,,0,0,0,0,0,0,,0.047619048,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni-Ta,CoCrFeNiTa0.1,AC,SS+IM,FCC+Laves,-0.081,-7.82,-5.354,-1.467147586,2.278693239,180,,267,,,0,0,0,0,0,0,,,0.243902439,0.243902439,0,0,,0.243902439,,0,0,0,,0,0,0,0,0,0,0,0.243902439,0,,0,0,0,0,0,0,,0.024390244,0,0,0,0,0,0,,0,0
121,Co-Cr-Fe-Ni,CoCrFeNi,AC,SS,FCC,-0.053,-5.11,-3.75,-1.386294361,0.302115885,141,,145,,,0,0,0,0,0,0,,,0.25,0.25,0,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
123,Co-Cr-Fe-Ni-Ti,CoCrFeNiTi0.5,AC,SS+IM,FCC+C14+IM+��,-0.208,-20.07,-11.5556,-1.58109375,5.331036033,616.8,,,,,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0.111111111,0,0,0,0,,0,0
124,Co-Cr-Fe-Hf-Ni,CoCrFeHfNi,AC,SS+IM,BCC+C15,-0.299,-28.85,-19.52,-1.609437912,10.09465524,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0.2,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
124,Co-Cr-Fe-Mo-Ni,CoCrFeMoNi,AC,SS+IM,FCC+��,-0.053,-5.11,-4.64,-1.609437912,3.671014431,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0.2,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
124,Co-Cr-Fe-Nb-Ni,CoCrFeNbNi,AC,SS+IM,FCC+C14,-0.151,-14.57,-14.88,-1.609437912,5.687173071,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0.2,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
124,Co-Cr-Fe-Ni-Ta,CoCrFeNITa,AC,SS+IM,FCC+C14,-0.203,-19.59,-14.4,-1.609437912,5.717420969,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0.2,0,0,0,0,0,0,,0,0
124,Co-Cr-Fe-Ni-Ti,CoCrFeNiTi,AC,IM,��+��+C14,-0.271,-26.15,-16.32,-1.609437912,6.680561833,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0.2,0,0,0,0,,0,0
124,Co-Cr-Fe-Ni-V,CoCrFeNiV,AC,SS+IM,FCC+��,-0.15,-14.47,-8.96,-1.609437912,2.213558747,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0.2,0,0,,0,0
124,Co-Cr-Fe-Ni-W,CoCrFeNiW,AC,SS+IM,FCC+��+W,-0.059,-5.69,-2.88,-1.609437912,3.794290134,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0.2,0,,0,0
124,Co-Cr-Fe-Ni-Y,CoCrFeNiY,AC,SS+IM,BCC+YX2+YNi+Y2X17,-0.205,-19.78,-9.28,-1.609437912,16.35922449,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.2,,0,0
124,Co-Cr-Fe-Ni-Zr,CoCrFeNiZr,AC,SS+IM,BCC+C15,-0.254,-24.51,-22.72,-1.609437912,10.81485728,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0.2
124,Co-Cr-Fe-Ni,CoCr2FeNi,AC,SS,BCC+FCC,-0.042,-4.05,-4.32,-1.33217904,0.279595827,,,,,,0,0,0,0,0,0,,,0.2,0.4,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Cr-Fe-Mn-Ni,CoCrFeMnNi,AC,SS,FCC,-0.063,-6.08,-4.16,-1.609437912,3.269463577,,,,,,0,0,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0.2,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Cr-Fe-Ni,CoCrFeNi,AC,SS,FCC,-0.053,-5.11,-3.75,-1.386294361,0.302115885,,,,,,0,0,0,0,0,0,,,0.25,0.25,0,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Cr-Mn-Ni,CoCrMnNi,AC,SS,FCC,-0.054,-5.21,-5.5,-1.386294361,3.446992938,,,,,,0,0,0,0,0,0,,,0.25,0.25,0,0,,0,,0,0,0,,0,0,0,0.25,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Fe-Mn-Ni,CoFeMnNi,AC,SS,FCC,-0.071,-6.85,-4,-1.386294361,3.551249522,,,,,,0,0,0,0,0,0,,,0.25,0,0,0,,0.25,,0,0,0,,0,0,0,0.25,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Cr-Ni,CoCrNi,AC,SS,FCC,-0.019,-1.83,-4.8889,-1.098612289,0.164559904,,,,,,0,0,0,0,0,0,,,0.333333333,0.333333333,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0.333333333,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Fe-Ni,CoFeNi,AC,SS,FCC,-0.071,-6.85,-1.3333,-1.098612289,0.327647103,,,,,,0,0,0,0,0,0,,,0.333333333,0,0,0,,0.333333333,,0,0,0,,0,0,0,0,0,0,0,0.333333333,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Co-Mn-Ni,CoMnNi,AC,SS,FCC,-0.055,-5.31,-5.7778,-1.098612289,3.73468262,,,,,,0,0,0,0,0,0,,,0.333333333,0,0,0,,0,,0,0,0,,0,0,0,0.333333333,0,0,0,0.333333333,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Cr-Fe-Ni,CrFeNi,AC,SS,FCC+BCC,-0.046,-4.44,-4.4444,-1.098612289,0.264975775,,,,,,0,0,0,0,0,0,,,0,0.333333333,0,0,,0.333333333,,0,0,0,,0,0,0,0,0,0,0,0.333333333,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
125,Fe-Mn-Ni,FeMnNi,AC,SS,FCC,-0.049,-4.73,-4.4444,-1.098612289,3.928542706,,,,,,0,0,0,0,0,0,,,0,0,0,0,,0.333333333,,0,0,0,,0,0,0,0.333333333,0,0,0,0.333333333,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
126,Co-Cr-Mo-Nb-Ti,CoCrMoNbTi,AC,SS+IM,BCC+B2+Laves,-0.214,-20.65,-13.44,-1.609437912,6.534212985,849.6,,,1096.8,3.88,0,0,0,0,0,0,,,0.2,0.2,0,0,,0,,0,0,0,,0,0,0,0,0.2,0.2,0,0,0,,0,0,0,0,0,0,,0,0,0.2,0,0,0,0,,0,0
126,Co-Cr-Mo-Nb-Ti,CoCrMoNbTi0.5,AC,SS+IM,BCC+B2+Laves,-0.164,-15.82,-12.9383,-1.58109375,6.308580241,844.9,,,1609.2,4.92,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0,,0,0,0,,0,0,0,0,0.222222222,0.222222222,0,0,0,,0,0,0,0,0,0,,0,0,0.111111111,0,0,0,0,,0,0
126,Co-Cr-Mo-Nb-Ti,CoCrMoNbTi0.4,AC,SS,BCC+B2,-0.153,-14.76,-12.7686,-1.564903698,6.235777745,829.6,,,1771.3,4.62,0,0,0,0,0,0,,,0.227272727,0.227272727,0,0,,0,,0,0,0,,0,0,0,0,0.227272727,0.227272727,0,0,0,,0,0,0,0,0,0,,0,0,0.090909091,0,0,0,0,,0,0
126,Co-Cr-Mo-Nb-Ti,CoCrMoNbTi0.2,AC,SS+IM,BCC+B2+Laves,-0.127,-12.25,-12.3356,-1.511724426,6.049819476,916.2,,,1905.6,5.07,0,0,0,0,0,0,,,0.238095238,0.238095238,0,0,,0,,0,0,0,,0,0,0,0,0.238095238,0.238095238,0,0,0,,0,0,0,0,0,0,,0,0,0.047619048,0,0,0,0,,0,0
126,Co-Cr-Mo-Nb,CoCrMoNb,AC,SS+IM,BCC+B2+Laves,-0.1,-9.65,-11.75,-1.386294361,5.793047999,959.6,,,1419.6,5.77,0,0,0,0,0,0,,,0.25,0.25,0,0,,0,,0,0,0,,0,0,0,0,0.25,0.25,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
127,Co-Cu-Fe-Mn-Ni-Sn,CoCuFeMnNiSn0.20,AC,SS+IM,FCC+Cu5.6Sn,-0.076,-7.33,1.8343,-1.710560084,6.032318968,319,,,,,0,0,0,0,0,0,,,0.192307692,0,0.192307692,0,,0.192307692,,0,0,0,,0,0,0,0.192307692,0,0,0,0.192307692,0,,0,0,0,0,0,0.038461538,,0,0,0,0,0,0,0,,0,0
127,Co-Cu-Fe-Mn-Ni-Sn,CoCuFeMnNiSn0.10,AC,SS+IM,FCC+Cu5.6Sn,-0.067,-6.46,1.7993,-1.674389267,4.890175209,253,,,,,0,0,0,0,0,0,,,0.196078431,0,0.196078431,0,,0.196078431,,0,0,0,,0,0,0,0.196078431,0,0,0,0.196078431,0,,0,0,0,0,0,0.019607843,,0,0,0,0,0,0,0,,0,0
127,Co-Cu-Fe-Mn-Ni-Sn,CoCuFeMnNiSn0.08,AC,SS+IM,FCC+Cu5.6Sn,-0.065,-6.27,1.7918,-1.665086516,4.611253201,219,,,,,0,0,0,0,0,0,,,0.196850394,0,0.196850394,0,,0.196850394,,0,0,0,,0,0,0,0.196850394,0,0,0,0.196850394,0,,0,0,0,0,0,0.015748031,,0,0,0,0,0,0,0,,0,0
127,Co-Cu-Fe-Mn-Ni-Sn,CoCuFeMnNiSn0.05,AC,SS+IM,FCC+Cu5.6Sn,-0.062,-5.98,1.7802,-1.649048959,4.145586667,205,,,,,0,0,0,0,0,0,,,0.198019802,0,0.198019802,0,,0.198019802,,0,0,0,,0,0,0,0.198019802,0,0,0,0.198019802,0,,0,0,0,0,0,0.00990099,,0,0,0,0,0,0,0,,0,0
127,Co-Cu-Fe-Mn-Ni-Sn,CoCuFeMnNiSn0.03,AC,SS,FCC,-0.06,-5.79,1.7723,-1.636333848,3.794363186,192,,,,,0,0,0,0,0,0,,,0.198807157,0,0.198807157,0,,0.198807157,,0,0,0,,0,0,0,0.198807157,0,0,0,0.198807157,0,,0,0,0,0,0,0.005964215,,0,0,0,0,0,0,0,,0,0
127,Co-Cu-Fe-Mn-Ni,CoCuFeMnNi,AC,SS,FCC,-0.057,-5.5,1.76,-1.609437912,3.178934127,208,,,,,0,0,0,0,0,0,,,0.2,0,0.2,0,,0.2,,0,0,0,,0,0,0,0.2,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.50,AC,SS+IM,FCC+Cu81Sn22,-0.12,-11.58,5.3333,-1.58109375,8.945174269,,,,,,0,0,0,0,0,0,,,0.222222222,0,0.222222222,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0.111111111,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.20,AC,SS+IM,FCC+Cu81Sn22,-0.082,-7.91,5.1701,-1.511724426,6.227834913,,,,,,0,0,0,0,0,0,,,0.238095238,0,0.238095238,0,,0.238095238,,0,0,0,,0,0,0,0,0,0,0,0.238095238,0,,0,0,0,0,0,0.047619048,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.10,AC,SS+IM,FCC+Cu81Sn22,-0.068,-6.56,5.0922,-1.467147586,4.608209268,,,,,,0,0,0,0,0,0,,,0.243902439,0,0.243902439,0,,0.243902439,,0,0,0,,0,0,0,0,0,0,0,0.243902439,0,,0,0,0,0,0,0.024390244,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.07,AC,SS+IM,FCC+Cu81Sn22,-0.063,-6.08,5.0661,-1.449379659,3.939671661,,,,,,0,0,0,0,0,0,,,0.245700246,0,0.245700246,0,,0.245700246,,0,0,0,,0,0,0,0,0,0,0,0.245700246,0,,0,0,0,0,0,0.017199017,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.05,AC,SS+IM,FCC+Cu81Sn22,-0.06,-5.79,5.048,-1.43570123,3.404067713,,,,,,0,0,0,0,0,0,,,0.24691358,0,0.24691358,0,,0.24691358,,0,0,0,,0,0,0,0,0,0,0,0.24691358,0,,0,0,0,0,0,0.012345679,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.04,AC,SS+IM,FCC+Cu81Sn22,-0.059,-5.69,5.0387,-1.42811475,3.095618147,,,,,,0,0,0,0,0,0,,,0.247524752,0,0.247524752,0,,0.247524752,,0,0,0,,0,0,0,0,0,0,0,0.247524752,0,,0,0,0,0,0,0.00990099,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni-Sn,CoCuFeNiSn0.02,AC,SS,FCC,-0.056,-5.4,5.0197,-1.410744704,2.344149565,,,,,,0,0,0,0,0,0,,,0.248756219,0,0.248756219,0,,0.248756219,,0,0,0,,0,0,0,0,0,0,0,0.248756219,0,,0,0,0,0,0,0.004975124,,0,0,0,0,0,0,0,,0,0
128,Co-Cu-Fe-Ni,CoCuFeNi,AC,SS,FCC,-0.053,-5.11,5,-1.386294361,1.14037876,,,,,,0,0,0,0,0,0,,,0.25,0,0.25,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
129,Co-Fe-Mn-Ti-V-Zr,CoFeMnTiVZr,AC,IM,C14,-0.356,-34.35,-18.6667,-1.791759469,9.27126221,,,,,,0,0,0,0,0,0,,,0.166666667,0,0,0,,0.166666667,,0,0,0,,0,0,0,0.166666667,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0.166666667,0,0.166666667,0,0,,0,0.166666667
