REF,AAA-System,AAAAlloys,AAAAAAProcessing Condition,PHASE,Phase,H    ev/atom,Hf  kJ/mol,Hmix,Smix/R,Delta,HV,Modulus (GPa),yield(MPa),compressive stregth,Ε(%),Ag,Al,Au,B,Be,C,Ca,Ce,Co,Cr,Cu,Dy,Er,Fe,Ga,Gd,Ge,Hf,La,Li,Lu,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Pr,Rh,Ru,Sc,Si,Sm,Sn,Sr,Ta,Tb,Ti,Tm,V,W,Y,Yb,Zn,Zr
40,Al-Co-Cr-Fe-Mo-Ni,AlCo0.5CrFeMo0.5Ni,AC,SS+IM,BCC+B2+��,-0.29,-27.98,-11.72,-1.748067349,5.929576826,788,,,,,0,0.2,0,0,0,0,,,0.1,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0.1,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
40,Al-Co-Cr-Fe-Mo-Ni,AlCo2CrFeMo0.5Ni,AC,SS+IM,BCC+FCC+��,-0.252,-24.31,-10.6982,-1.711845135,5.436637096,596,,,,,0,0.153846154,0,0,0,0,,,0.307692308,0.153846154,0,0,,0.153846154,,0,0,0,,0,0,0,0,0.076923077,0,0,0.153846154,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
41,Al-Co-Cr-Fe-Mo-Ni,Al0.3CoCrFeMo0.1Ni,AC,SS+IM,FCC+L12,-0.154,-14.86,-7.2624,-1.616025075,3.903310453,,,,,,0,0.068181818,0,0,0,0,,,0.227272727,0.227272727,0,0,,0.227272727,,0,0,0,,0,0,0,0,0.022727273,0,0,0.227272727,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
41,Al-Co-Cr-Fe-Ni,Al0.3CoCrFeNi,AC,SS+IM,FCC+L12,-0.154,-14.86,-7.2688,-1.542613125,3.757552155,,,,,,0,0.069767442,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0,0,0,0.23255814,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
41,Co-Cr-Fe-Mo-Ni,CoCrFeMo0.3Ni,AC,SS,FCC,-0.059,-5.69,-4.1536,-1.542613125,2.377731963,,,,,,0,0,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0.069767442,0,0,0.23255814,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
41,Co-Cr-Fe-Ni-Ti,CoCrFeNiTi0.3,AC,SS+IM,FCC+HCP+L12,-0.17,-16.4,-8.8913,-1.542613125,4.355489661,,,,,,0,0,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0,0,0,0.23255814,0,,0,0,0,0,0,0,,0,0,0.069767442,0,0,0,0,,0,0
42,Al-Co-Cr-Fe-Mo-Ni,Al0.3CoCrFeMo0.1Ni,AC,SS,FCC,-0.154,-14.86,-7.2624,-1.616025075,3.903310453,162,,,,,0,0.068181818,0,0,0,0,,,0.227272727,0.227272727,0,0,,0.227272727,,0,0,0,,0,0,0,0,0.022727273,0,0,0.227272727,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
42,Al-Co-Cr-Fe-Ni-Ti,Al0.3CoCrFeNiTi0.1,AC,SS,FCC,-0.187,-18.04,-8.9256,-1.616025075,4.40300198,199,,,,,0,0.068181818,0,0,0,0,,,0.227272727,0.227272727,0,0,,0.227272727,,0,0,0,,0,0,0,0,0,0,0,0.227272727,0,,0,0,0,0,0,0,,0,0,0.022727273,0,0,0,0,,0,0
42,Al-Co-Cr-Fe-Ni,Al0.3CoCrFeNi,AC,SS,FCC,-0.154,-14.86,-7.2688,-1.542613125,3.757552155,149,,,,,0,0.069767442,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0,0,0,0.23255814,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
43,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni,AC,IM,B2+��,-0.281,-27.11,-11.438,-1.767761472,5.755162636,770,,2757,3036,2.5,0,0.181818182,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0.090909091,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
43,Al-Co-Cr-Fe-Mo-Ni,Al1.5CoCrFeMo0.5Ni,AC,IM,B2+��,-0.346,-33.38,-13.1944,-1.748155457,6.226149563,655,,,,,0,0.25,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.166666667,,0,0,0,,0,0,0,0,0.083333333,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
43,Al-Co-Cr-Fe-Mo-Ni,Al0.5CoCrFeMo0.5Ni,AC,SS+IM,FCC+��,-0.186,-17.95,-8.68,-1.748067349,4.881642944,425,,,,,0,0.1,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0.1,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
43,Al-Co-Cr-Fe-Mo-Ni,Al2.0CoCrFeMo0.5Ni,AC,SS+IM,BCC+B2,-0.396,-38.21,-14.2959,-1.711845135,6.490520546,605,,,,,0,0.307692308,0,0,0,0,,,0.153846154,0.153846154,0,0,,0.153846154,,0,0,0,,0,0,0,0,0.076923077,0,0,0.153846154,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
43,Co-Cr-Fe-Mo-Ni,CoCrFeMo0.5Ni,AC,SS+IM,FCC+��,-0.059,-5.69,-4.3457,-1.58109375,2.913948621,210,,510,1371,33,0,0,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0.111111111,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
44,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni,AC,IM,B2+��,-0.281,-27.11,-11.438,-1.767761472,5.755162636,770,,2757,3036,2.5,0,0.181818182,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0.090909091,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
44,Al-Co-Cr-Fe-Mo-Ni,AlCoCr1.5FeMo0.5Ni,AC,IM,B2+��,-0.258,-24.89,-10.8333,-1.748155457,5.598207883,800,,,,,0,0.166666667,0,0,0,0,,,0.166666667,0.25,0,0,,0.166666667,,0,0,0,,0,0,0,0,0.083333333,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
44,Al-Co-Cr-Fe-Mo-Ni,AlCoCr0.5FeMo0.5Ni,AC,IM,B2+��,-0.309,-29.81,-12.08,-1.748067349,5.919584904,602,,,,,0,0.2,0,0,0,0,,,0.2,0.1,0,0,,0.2,,0,0,0,,0,0,0,0,0.1,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
44,Al-Co-Cr-Fe-Mo-Ni,AlCoCr2FeMo0.5Ni,AC,IM,B2+��,-0.238,-22.96,-10.2722,-1.711845135,5.449822934,850,,,,,0,0.153846154,0,0,0,0,,,0.153846154,0.307692308,0,0,,0.153846154,,0,0,0,,0,0,0,0,0.076923077,0,0,0.153846154,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
44,Al-Co-Fe-Mo-Ni,AlCoFeMo0.5Ni,AC,IM,B2+��,-0.343,-33.09,-12.7407,-1.58109375,6.088492821,600,,,,,0,0.222222222,0,0,0,0,,,0.222222222,0,0,0,,0.222222222,,0,0,0,,0,0,0,0,0.111111111,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
45,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni,AC,SS+IM,BCC+��,-0.281,-27.11,-11.438,-1.767761472,5.755162636,742,,2757,3036,2.5,0,0.181818182,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0.090909091,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
45,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFe0.6Mo0.5Ni,AC,SS+IM,BCC+��,-0.3,-28.95,-12.3183,-1.757293278,5.851718791,754,,,,,0,0.196078431,0,0,0,0,,,0.196078431,0.196078431,0,0,,0.117647059,,0,0,0,,0,0,0,0,0.098039216,0,0,0.196078431,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
45,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFe1.5Mo0.5Ni,AC,SS+IM,BCC+��,-0.258,-24.89,-10.5,-1.748155457,5.631334726,635,,,,,0,0.166666667,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.25,,0,0,0,,0,0,0,0,0.083333333,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
45,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFe2Mo0.5Ni,AC,SS+IM,BCC+��,-0.239,-23.06,-9.7041,-1.711845135,5.508115627,639,,,,,0,0.153846154,0,0,0,0,,,0.153846154,0.153846154,0,0,,0.307692308,,0,0,0,,0,0,0,0,0.076923077,0,0,0.153846154,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
46,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni,AC,SS+IM,BCC+��,-0.281,-27.11,-11.438,-1.767761472,5.755162636,,,2757,3036,2.5,0,0.181818182,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0.090909091,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
46,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.4Ni,AC,SS+IM,BCC+��,-0.286,-27.59,-11.6049,-1.754272341,5.763434844,,,2670,3161,3,0,0.185185185,0,0,0,0,,,0.185185185,0.185185185,0,0,,0.185185185,,0,0,0,,0,0,0,0,0.074074074,0,0,0.185185185,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
46,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.3Ni,AC,SS+IM,BCC+��,-0.292,-28.17,-11.7764,-1.735856225,5.770073848,,,2649,3208,3.3,0,0.188679245,0,0,0,0,,,0.188679245,0.188679245,0,0,,0.188679245,,0,0,0,,0,0,0,0,0.056603774,0,0,0.188679245,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
46,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.2Ni,AC,SS+IM,BCC+��,-0.297,-28.66,-11.9527,-1.710560084,5.77486472,,,2456,2953,3.4,0,0.192307692,0,0,0,0,,,0.192307692,0.192307692,0,0,,0.192307692,,0,0,0,,0,0,0,0,0.038461538,0,0,0.192307692,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
46,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.1Ni,AC,SS,BCC,-0.303,-29.24,-12.1338,-1.674389267,5.777562948,,,1804,2280,9.1,0,0.196078431,0,0,0,0,,,0.196078431,0.196078431,0,0,,0.196078431,,0,0,0,,0,0,0,0,0.019607843,0,0,0.196078431,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
46,Al-Co-Cr-Fe-Ni,AlCoCrFeNi,AC,SS,BCC,-0.309,-29.81,-12.32,-1.609437912,5.777889559,,,1051,,,0,0.2,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
47,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni,AC,IM,B2+��,-0.281,-27.11,-11.438,-1.767761472,5.755162636,765,,,,,0,0.181818182,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0.090909091,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
47,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni1.5,AC,SS+IM,FCC+B2+��,-0.273,-26.34,-11.5278,-1.748155457,5.610029221,627,,,,,0,0.166666667,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.166666667,,0,0,0,,0,0,0,0,0.083333333,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
47,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni0.5,AC,IM,B2+��,-0.282,-27.21,-11.08,-1.748067349,5.903744087,775,,,,,0,0.2,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0.1,0,0,0.1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
47,Al-Co-Cr-Fe-Mo-Ni,AlCoCrFeMo0.5Ni2.0,AC,SS+IM,FCC+B2+��,-0.265,-25.57,-11.4556,-1.711845135,5.470647572,404,,,,,0,0.153846154,0,0,0,0,,,0.153846154,0.153846154,0,0,,0.153846154,,0,0,0,,0,0,0,0,0.076923077,0,0,0.307692308,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
47,Al-Co-Cr-Fe-Mo,AlCoCrFeMo0.5,AC,IM,B2+��,-0.275,-26.53,-10.2716,-1.58109375,6.050863347,904,,,,,0,0.222222222,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0.111111111,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
48,Al-Co-Cr-Fe-Nb-Ni,AlCoCrFeNb0.75Ni,AC,SS+IM,BCC+Laves,-0.318,-30.68,-18.0265,-1.786723603,6.502441215,,,,,,0,0.173913043,0,0,0,0,,,0.173913043,0.173913043,0,0,,0.173913043,,0,0,0,,0,0,0,0,0,0.130434783,0,0.173913043,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
48,Al-Co-Cr-Fe-Nb-Ni,AlCoCrFeNb0.5Ni,AC,SS+IM,BCC+Laves,-0.317,-30.59,-16.5289,-1.767761472,6.331848469,747,,2473,3170,4.1,0,0.181818182,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0,0.090909091,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
48,Al-Co-Cr-Fe-Nb-Ni,AlCoCrFeNb0.25Ni,AC,SS+IM,BCC+Laves,-0.314,-30.3,-14.6576,-1.724242094,6.098683245,668,,1959,3008,10.5,0,0.19047619,0,0,0,0,,,0.19047619,0.19047619,0,0,,0.19047619,,0,0,0,,0,0,0,0,0,0.047619048,0,0.19047619,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
48,Al-Co-Cr-Fe-Nb-Ni,AlCoCrFeNb0.1Ni,AC,SS,BCC,-0.311,-30.01,-13.318,-1.674389267,5.918861194,569,,1641,3285,17.2,0,0.196078431,0,0,0,0,,,0.196078431,0.196078431,0,0,,0.196078431,,0,0,0,,0,0,0,0,0,0.019607843,0,0.196078431,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
48,Al-Co-Cr-Fe-Ni,AlCoCrFeNi,AC,SS,BCC,-0.309,-29.81,-12.32,-1.609437912,5.777889559,520,,1373,3531,24.5,0,0.2,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,AlCoCrFeNi,AC,SS+IM,BCC+B2,-0.309,-29.81,-12.32,-1.609437912,5.777889559,498,,,,,0,0.2,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.9CoCrFeNi,AC,SS+IM,BCC+B2,-0.252,-24.31,-11.7951,-1.608587137,5.60697455,527,,,,,0,0.183673469,0,0,0,0,,,0.204081633,0.204081633,0,0,,0.204081633,,0,0,0,,0,0,0,0,0,0,0,0.204081633,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al1.2CoCrFeNi,AC,SS+IM,BCC+B2,-0.338,-32.61,-13.2249,-1.60658442,6.058188912,478,,,,,0,0.230769231,0,0,0,0,,,0.192307692,0.192307692,0,0,,0.192307692,,0,0,0,,0,0,0,0,0,0,0,0.192307692,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.8CoCrFeNi,AC,SS+IM,BCC+FCC+B2,-0.272,-26.24,-11.2153,-1.60580651,5.410364636,388,,,,,0,0.166666667,0,0,0,0,,,0.208333333,0.208333333,0,0,,0.208333333,,0,0,0,,0,0,0,0,0,0,0,0.208333333,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.7CoCrFeNi,AC,SS+IM,BCC+FCC+B2,-0.251,-24.22,-10.5749,-1.600684309,5.182697224,337,,,,,0,0.14893617,0,0,0,0,,,0.212765957,0.212765957,0,0,,0.212765957,,0,0,0,,0,0,0,0,0,0,0,0.212765957,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al1.5CoCrFeNi,AC,SS+IM,BCC+B2,-0.377,-36.37,-14.281,-1.594166699,6.364565808,480,,,,,0,0.272727273,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.6CoCrFeNi,AC,SS+IM,BCC+FCC+B2,-0.229,-22.1,-9.8677,-1.592685733,4.916741062,240,,,,,0,0.130434783,0,0,0,0,,,0.217391304,0.217391304,0,0,,0.217391304,,0,0,0,,0,0,0,0,0,0,0,0.217391304,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.5CoCrFeNi,AC,SS+IM,BCC+FCC+B2,-0.207,-19.97,-9.0864,-1.58109375,4.602314541,196,,,,,0,0.111111111,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al1.8CoCrFeNi,AC,SS+IM,BCC+B2,-0.408,-39.37,-15.0535,-1.575441366,6.575481666,484,,,,,0,0.310344828,0,0,0,0,,,0.172413793,0.172413793,0,0,,0.172413793,,0,0,0,,0,0,0,0,0,0,0,0.172413793,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.4CoCrFeNi,AC,SS,FCC,-0.182,-17.56,-8.2231,-1.564903698,4.224198312,128,,,,,0,0.090909091,0,0,0,0,,,0.227272727,0.227272727,0,0,,0.227272727,,0,0,0,,0,0,0,0,0,0,0,0.227272727,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al2.0CoCrFeNi,AC,SS+IM,BCC+B2,-0.428,-41.3,-15.4444,-1.560710409,6.6780149,504,,,,,0,0.333333333,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.166666667,,0,0,0,,0,0,0,0,0,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.3CoCrFeNi,AC,SS,FCC,-0.154,-14.86,-7.2688,-1.542613125,3.757552155,126,,,,,0,0.069767442,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0,0,0,0.23255814,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Al-Co-Cr-Fe-Ni,Al0.1CoCrFeNi,AC,SS,FCC,-0.088,-8.49,-5.0446,-1.467147586,2.303052013,117,,,,,0,0.024390244,0,0,0,0,,,0.243902439,0.243902439,0,0,,0.243902439,,0,0,0,,0,0,0,0,0,0,0,0.243902439,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
49,Co-Cr-Fe-Ni,CoCrFeNi,AC,SS,FCC,-0.053,-5.11,-3.75,-1.386294361,0.302115885,115,,136,871,75,0,0,0,0,0,0,,,0.25,0.25,0,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,AlCoCrFeNi,AC,SS+IM,BCC+B2,-0.309,-29.81,-12.32,-1.609437912,5.777889559,484,,1138,,,0,0.2,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al0.875CoCrFeNi,AC,SS,BCC,-0.286,-27.59,-11.6555,-1.608087277,5.560415376,538,,,,,0,0.179487179,0,0,0,0,,,0.205128205,0.205128205,0,0,,0.205128205,,0,0,0,,0,0,0,0,0,0,0,0.205128205,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al1.25CoCrFeNi,AC,SS+IM,BCC+B2,-0.345,-33.29,-13.424,-1.60509866,6.117619353,487,,,,,0,0.238095238,0,0,0,0,,,0.19047619,0.19047619,0,0,,0.19047619,,0,0,0,,0,0,0,0,0,0,0,0.19047619,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al0.75CoCrFeNi,AC,SS,BCC+FCC,-0.262,-25.28,-10.903,-1.603568103,5.300811695,388,,,,,0,0.157894737,0,0,0,0,,,0.210526316,0.210526316,0,0,,0.210526316,,0,0,0,,0,0,0,0,0,0,0,0.210526316,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al1.5CoCrFeNi,AC,SS+IM,BCC+B2,-0.377,-36.37,-14.281,-1.594166699,6.364565808,484,,,,,0,0.272727273,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al0.5CoCrFeNi,AC,SS,BCC+FCC,-0.207,-19.97,-9.0864,-1.58109375,4.602314541,159,,,,,0,0.111111111,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al2.0CoCrFeNi,AC,SS+IM,BCC+B2,-0.428,-41.3,-15.4444,-1.560710409,6.6780149,509,,,,,0,0.333333333,0,0,0,0,,,0.166666667,0.166666667,0,0,,0.166666667,,0,0,0,,0,0,0,0,0,0,0,0.166666667,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al0.375CoCrFeNi,AC,SS,FCC,-0.176,-16.98,-7.9935,-1.559977599,4.117134031,130.8,,,,,0,0.085714286,0,0,0,0,,,0.228571429,0.228571429,0,0,,0.228571429,,0,0,0,,0,0,0,0,0,0,0,0.228571429,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Al-Co-Cr-Fe-Ni,Al0.25CoCrFeNi,AC,SS,FCC,-0.139,-13.41,-6.7543,-1.52846571,3.478013819,110,,,,,0,0.058823529,0,0,0,0,,,0.235294118,0.235294118,0,0,,0.235294118,,0,0,0,,0,0,0,0,0,0,0,0.235294118,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
50,Co-Cr-Fe-Ni,CoCrFeNi,AC,SS,FCC,-0.053,-5.11,-3.75,-1.386294361,0.302115885,116,,,,,0,0,0,0,0,0,,,0.25,0.25,0,0,,0.25,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
51,Al-Co-Cr-Fe-Ni,Al0.3CoCrFeNi,AC,SS,FCC,-0.154,-14.86,-7.2688,-1.542613125,3.757552155,,,,,,0,0.069767442,0,0,0,0,,,0.23255814,0.23255814,0,0,,0.23255814,,0,0,0,,0,0,0,0,0,0,0,0.23255814,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
52,Al-Co-Cr-Fe-Ni,Al0.44CoCrFeNi,AC,SS+IM,BCC+FCC+B2,-0.192,-18.53,-8.5788,-1.57201281,4.384377537,,,,,,0,0.099099099,0,0,0,0,,,0.225225225,0.225225225,0,0,,0.225225225,,0,0,0,,0,0,0,0,0,0,0,0.225225225,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
52,Al-Co-Cr-Ni-Si,Al0.8CoCrNiSi0.2,AC,SS+IM,BCC+B2+��,-0.365,-35.22,-19.46,-1.511394967,6.132265911,,,,,,0,0.2,0,0,0,0,,,0.25,0.25,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0.05,0,0,,0,0,0,0,0,0,0,,0,0
52,Al-Co-Cr-Ni-Si,Al0.43CoCr0.29NiSi0.14,AC,SS+IM,FCC+L12+L10,-0.318,-30.68,-17.4253,-1.399474245,5.553596556,,,,,,0,0.15034965,0,0,0,0,,,0.34965035,0.101398601,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0.34965035,0,,0,0,0,0.048951049,0,0,,0,0,0,0,0,0,0,,0,0
53,Al-Co-Cr-Fe-Ni,Al0.5CoCrFeNi,AC,SS,BCC,-0.207,-19.97,-9.0864,-1.58109375,4.602314541,247,,,,,0,0.111111111,0,0,0,0,,,0.222222222,0.222222222,0,0,,0.222222222,,0,0,0,,0,0,0,0,0,0,0,0.222222222,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
56,Al-Co-Cr-Fe-Ni,Al2.08CoCrFeNi,AC,SS+IM,BCC+B2,-0.433,-41.78,-15.5774,-1.554457785,6.712214402,,,,,,0,0.342105263,0,0,0,0,,,0.164473684,0.164473684,0,0,,0.164473684,,0,0,0,,0,0,0,0,0,0,0,0.164473684,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
57,Al-Co-Cr-Fe-Ni,AlCoCrFeNi,AC,IM,B2+L12,-0.309,-29.81,-12.32,-1.609437912,5.777889559,,,,,,0,0.2,0,0,0,0,,,0.2,0.2,0,0,,0.2,,0,0,0,,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
57,Al-Co-Cr-Fe-Ni,Al1.5CoCrFeNi,AC,IM,B2,-0.377,-36.37,-14.281,-1.594166699,6.364565808,,,,,,0,0.272727273,0,0,0,0,,,0.181818182,0.181818182,0,0,,0.181818182,,0,0,0,,0,0,0,0,0,0,0,0.181818182,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
